name,address,phone,type,delivery_route,beat_name,team_id
"MOHAN LAL & SONS","PEEPAL MANDI, DEHRADUN","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"ARORA PATANG","DHAMAWALA, DHAMAWALA","+919837374383","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"EASY GROCER","SHIMLA BYROAD, SHIMLABYPASS ROAD","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"DURGA PHARMACY","NIRANJANPUR MANDI, NIRANJANPUR MANDI","+918630131812","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"PRADHAN MANTRI JAN AUSHDI","SEWLA, SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"OLD RATURI GEN STORE","CHANDRABANI, CHANDRABANI","+919557653733","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"BE WELL PHARMACY","DHARAMPUR, DHARAMPUR","+919434030829","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SARVODAYA PHARMA","DHARAMPUR, NISHIMA COMPLEX","+919045000680","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHREE DURGA MEDICAL","ARAGHAR CHOWK, ARAGHAR CHOWK","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"OM MEDICAL","AJABPURKALA, AJABPURKALA","+918006973777","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"PRAGATI GEN STORE","DHARAMPUR, OPP LIC BUILDING","+919997865831","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"VICKY STORE","RACE COURSE, RACE COURSE","+919897766133","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"URBAN STORE","PANDITVARI, PANDITVARI","","General Trade","PANDITVARI","PANDITVARI",JA
"SACHIN ELECTRONICS","RISPINA PULL, RISPINA PULL","+918909900441","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"FRESH ROOTS","6NO. PULIYA, 6NO. PULIYA","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"SUPER KANGAN STORE","KOTWALI, KOTWALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"MS MEDICAL","RAIPUR, RAIPUR","+918868829862","General Trade","RAIPUR","RAIPUR",JA
"EMKAY MEDICAL STORE","RAIPUR, CHUNNA BHATT","","General Trade","RAIPUR","RAIPUR",JA
"GANPATI CORNER","NIRANJANPUR, NIRANJANPUR","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"HULASH RAJ ASSOCIATES","RAJPUR ROAD, NEAR DILARAM CHOWK","","General Trade","PANDITVARI","PANDITVARI",JA
"MAHAVEER MEDICAL","NIRANJANPUR, MANDI","+917534808181","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"MAMTA MEDICOS","NIRANJANPUR MANDI, MANDI","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"NICE ELECTRICALS","CHANDRABANI, CHANDRABANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"KUMAUN SURGICAL STORE","EC ROAD, DWARKA CHOWK","+918958748697","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"NISHA BEAUTY PARLOUR","GANDHI GRAM","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"JAI BADRI MEDICAL","RAIPUR ROAD, RAIPUR ROAD","+919837039019","General Trade","SD ROAD","SD ROAD",JA
"KHOOBSURAT COSMETICS","HCHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SAPPHIRE STORE","PATEL NAGAR, NEAR GULATI MEDICAL","+916398526523","General Trade","PATEL NAGAR","PATEL NAGAR",JA
"KUKRETI MEDICAL","ITBP ROAD, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"DYAN SINGH MEDICAL STORE","KAULAGAR, PIPLE CHOWK","","General Trade","KAULAGARH","KAULAGARH",JA
"DOON MEDICAL","SAHARANPUR ROAD, NEAR PARAS GUEST HOUSE","+917088750719","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"ROYAL TRADERS","DHAMAWALA, HANUMAN CHOWK","+919634075010","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"PRIYANKA MEDICAL STORE","BALLIWALA, BALLIWALA CHOWK","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"DEOLI MEDICOS","BANSAL HOME, CHANDRABANI RAOD","+918859836809","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SAMARTH MEDICAL","MOTHROWALA, NEAR KAMBOJ","+919997216385","General Trade","KARGI","KARGI",JA
"THE CITY PHARMACY","DWARIKA CHOWK, DWARIKA STORE","+917351547311","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"SEMWAL MEDICAL","AJABPUR KALA, AJABPUR KALA","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"DWARIKA STORE","DWARIKA CHOWK, DWARIKA CHOWK","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"SOUL MEDICARE","VIDHYA VIHAR, VIDHYA VIHAR","+917055706663","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"NEW VR ENTERPRISES","TILAK ROAD, TILAK ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BHAWANI GEN STORE","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SAPNA COLLECTION","TAPOVAN ROAD, TAPOVAN ROAD","","General Trade","RAIPUR","RAIPUR",JA
"JAGDAMBA MEDICAL","RAIPUR, RAIPUR","+918126038004","General Trade","RAIPUR","RAIPUR",JA
"ADARSH BAKERS","RAIPUR, RAIPUR","+919756104979","General Trade","RAIPUR","RAIPUR",JA
"GARHWAL GEN STORE","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"RR COSMETIC","RISHI VIHAR, ITBP ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"AAROGYA MEDICOS","KARGI CHOWK, KARGI CHOWK","+918979058593","General Trade","KARGI","KARGI",JA
"RATHOD MEDICAL STORE","GHOSH MARKET, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"OM SAI MEDICAL STORE","GMS ROAD, NEAR GANPTAI MEDICAL GMS ROAD","+918881993316","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"MAA CHEMIST","GMS ROAD, OPP SHANU DEPT.","+917895681620","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RAM AVTAR","RAJPUR, RAJPUR","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"SONAM COSMETICS","TAPOVAN ROAD, TAPOVAN ROAD","+918126481789","General Trade","RAIPUR","RAIPUR",JA
"DEEPAK RAMOLA","RAIPUR, RAIPUR","+917906503303","General Trade","RAIPUR","RAIPUR",JA
"TEHRI MEDICAL","CHANDCHAK CHOWK, KARGI","+918476915633","General Trade","KARGI","KARGI",JA
"TAJ STATIONARY","KARGI, KARGI","","General Trade","KARGI","KARGI",JA
"SIMRAN PHARMACY","MEHANT INDRESH, DDN","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SHREE RAM SUPERMARKET","KAULAGARH, KAULAGARH","+917819892651","General Trade","KAULAGARH","KAULAGARH",JA
"BAKSHI PRO STORE","SUBHASH NAGAR, NEAR MY CARE MEDICAL","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"11 TO 11 STORES","PATEL NAGAR, PATEL NAGAR","+918979191208","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SAPNA COSMETICS","KANWALI ROAD, KANWALI ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"RAKHI SUPERMART","NESHVILLA ROAD, NESHVILLA ROAD","+919760201608","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"SMILE GEN STORE","CANAL ROAD, CANAL ROAD","+919012670966","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"BHAWANI GARMENT&COSMETICS-RAJPUR","RAJPUR UPPER","+919548850586","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"FRESH N EASY 2.0","MUSSORRIE DIVERSION","","General Trade","FRESH N EASY","FRESH N EASY",JA
"K & C ALLIANCES","GMS ROAD, GMS ROAD","+919990600039","General Trade","NPA","NPA",JA
"PHONEIX SOLUTION","KAULAGARH, KAULGARH","+918273738673","General Trade","PANDITVARI","PANDITVARI",JA
"NEHA STORE","MOCHI GALI, MOCHI GALI","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"JAN AUSHDI MEDICOS","SEWLA KALA, NEAR KANISHK PROV SEWLA KALA","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"LAXMI TRADING COMPANY","DEHRA KHAS, 98 THDC COLONY DEHRAKHAS","+919760376695","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"INDRA PRO STORE","RACE COURSE, RACE COURSE","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"INDIAN MEDICAL STORE","CHAND CHOWK, CHAND CHOWK","","General Trade","KARGI","KARGI",JA
"GROCERY STORE","KARGI, KARGI","+919877991104","General Trade","KARGI","KARGI",JA
"KARTIKEY MEDICAL","KARGI, KARGI","","General Trade","KARGI","KARGI",JA
"TAKE CARE PHARMACY","KARGI, KARGI","+919458971759","General Trade","KARGI","KARGI",JA
"SIDHIQUI COSMETICS","DEHRA KHAS, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"OLD THE FAMILY MART","HATHIBARKALA, HATHIBARKALA","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"BISHT MEDICAL","RACE COURSE, RACE COURSE","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"UJJWAL BHAVISHYA OPPURTUNITY","TAPOVAN ROAD","","General Trade","RAIPUR","RAIPUR",JA
"SAINI ELECTRICALS","TAPOVAN ROAD, TAPOVAN ROAD","","General Trade","RAIPUR","RAIPUR",JA
"AMIT MEDICOS","GOVIND GARH, GOVIND GARH","+917906402830","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"OLD STAR MEDICAL","DEVKI COMPLEX, DEVKI COMPLEX","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BALAJI MEDICOS","ITBP ROAD, NEAR VIKAS MALL","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"ADVIK PRO STORE","POOJA VIHAR, POOJA VIHAR","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"OLD SHRE E PUNJAB AGENCY","RACE COU, RACE COURSE","+919758187700","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"OLD SAI KRIPA MEDICOS","INDRESH HOS, INDRESH HOSPITAL","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"M S MEDICAL HALL","RING ROAD, DOBHAL CHOWK","+919634582442","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"GULSHAN AYURVED STORE","SAHARANPUR, SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"VARDAAN ENTERPRISES","DEVKI COMPLEX, DEVKI COMPLEX","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"OM MEDICAL STORE","CLEMENT TOWN, POST OFFICE STORE","+919720807877","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"VAIBHAV CHEMIST","PRINCE CHOWK, NEAR JAIN DHRAMSHALA","+918171651355","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"PANWAR MEDICAL","RACE COURSE, NEAR SAGAR TRADING CO.","+919528206238","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"AMIT MEDICOS","OPP KAILASH HOSP, DHARAMPUR","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"SAJWAN MEDICAL","BADRIWALA ROAD, JOGIWALA","+919634209855","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"LAXMI COSMETICS","ARAGHAR, OPP UNIYAL BAKERS NEAR HANUMAN","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"ABHILASHA STORE","KANDOLI, KANDOLI","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"GUPTA GEN STORE","NESHVILLA ROAD, OPP FRESH ND FROZEN","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"CHANDEL ELECTICAL","DL ROAD, NEAR GURU ELECTRICAL","+919358102648","General Trade","KARANPUR","KARANPUR",JA
"LAKSHMI COSMETICS","RAIPUR ROAD, RAIPUR ROAD","","General Trade","RAIPUR","RAIPUR",JA
"FAM CARE MEDICOS & SURGICALS","MOTI BAZAR","","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"RAGHUWAR MEDICAL","PREMNAGAR, THAKURPUR","+919720408152","General Trade","PREM NAGAR","PREM NAGAR",JA
"GOEL GENERAL AND ELECTRICALS","YAMUNA COLONY CHOWK","+919897163617","General Trade","PANDITVARI","PANDITVARI",JA
"CITY MEDICAL STORE","SEWLA KALAN, SEWLA KALAN GMS ROAD","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"8TEEN DAILY NEEDS","SD ROAD, SD ROAD","","General Trade","SD ROAD","SD ROAD",JA
"ANJALI GENERAL STORE","SRINAGAR, GIC ROAD SRINAGAR GARHWAL","+919456107767","General Trade","OUTER","OUTER",JA
"SAHNI STORE","PRINCE CHOWK, PRINCE CHOWK","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"SHRI BALAJI MEDICAL","CANAL ROAD, CANAL ROAD","+917830993331","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"KUMAR MEDICO","SELAQUI, NIGAM ROAD","+918077965505","General Trade","OUTER","OUTER",JA
"SOMYA GIFT HOUSE","AJANPUR KALA, AJAB PUR KALA","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"CHANDRA MART","AJABPUR KALA, CHAUDHARY PROV STORE","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"DIVANSH HOME NEEDS","DEHRA KHAS, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"KRISHNA STORE","PATHRIBAGH CHOWK, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"OM MEDICOS","PATHRIBAGH CHOWK, PATHRI BAGH CHOWK","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SUSHIL ARTS ASSOCIATES","MUSSOORIE, KULRI-MUSSOORIE","+918171790224","General Trade","OUTER","OUTER",JA
"AAROGYA HEALTHCARE","BALAWALA, BALAWALA","+919760823598","General Trade","OUTER","OUTER",JA
"KEDAR ELECTRICALS","HARIDWAR ROAD, OPP ASHIYANA BAKERS","+917217584445","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"THAKUR G ELECTRONICS","NEHRU GRAM, NEHRU GRAM NEAR PETROL PUMP","+919760613661","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"NEGI MEDICAL","MATA MANDIR ROAD, MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"MOHAN BAKERS","KARANPUR, KARANPUR","+919412918031","General Trade","KARANPUR","KARANPUR",JA
"GUPTA MEDICAL HALL","CLOCK TOWER, CLOCK TOWER","+919997863315","General Trade","PALTAN BAZAR","PALTAN BAZAR",JA
"HARI OM DEPT.","THAKURPUR ROAD, THAKURPUR ROAD","+917818978395","General Trade","PREM NAGAR","PREM NAGAR",JA
"KHALSA COSMETIC","PREMNAGAR, PREMNAGAR","+919520999892","General Trade","PREM NAGAR","PREM NAGAR",JA
"MAA DURGA SUPER STORE","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"SHRI G AYURVEDIC AUSHDI KENDRA","MATA MANDIR ROAD","+917830015418","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"SHREE VINAYAK MEDICAL STORE","KARGI, KARGI","+919411559275","General Trade","KARGI","KARGI",JA
"NEW MAHAVEER MEDICAL STORE","TILAK, TILKA ROAD","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"LIFE CURE PHARMACY","PREMNAGAR, PREMNAGAR","+917895625404","General Trade","PREM NAGAR","PREM NAGAR",JA
"SIDHANT MEDICAL","PREMNAGAR, PREMNAGAR","","General Trade","PREM NAGAR","PREM NAGAR",JA
"NEW MEDICOS","DOON HOSPITAL, OPP JAIN MEDICAL HALL","","General Trade","DOON HOSPITAL","DOON HOSPITAL",JA
"UK MART","JOGIWALA, JOGIWALA","+919999861390","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"NITIN JI TRICHUP","TRICHUP","","General Trade","OUTER","OUTER",JA
"JMD TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"BHAGAT JAI RAM DAS KHOLI","H.CHOWK, HANUMAN CHOWK","+919997865171","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"OLD SUNNY TRADERS","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"MANGU MAL BANARASI DAS","HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"AAROGYA MEDICOS","RACE COURSE, NEAR JIYA MEDICOS","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"VAISHNAVI MEDICOS","BANJARAWALA, BANJARAWALA","+918630281282","General Trade","KARGI","KARGI",JA
"UNIYAL SUPER STORE","KEDARPUR, KEDARPUR","+916283405633","General Trade","KARGI","KARGI",JA
"CANTT MEDICAL","DAKRA, DAKRA","+918077904910","General Trade","KAULAGARH","KAULAGARH",JA
"OLD VISHNU KUMAR VIJAY KUMAR","DAKR, DAKRA","","General Trade","KAULAGARH","KAULAGARH",JA
"SUNNY TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"M.P.S. MEDICOS","INDRESH HOSPITAL, INDRESH HOSPITAL","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"ARORA MEDICARE","ARAGHAR CHOWK, ARAGHAR CHOWK","+917017949867","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SHIVAY MEDICOS","SARASWATI VIHAR, SARASWATI VIHAR","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"NEW VENUS BAKERS & SWEET CORNER","YAMUNA COLONY CHOWK","","General Trade","PANDITVARI","PANDITVARI",JA
"DAUGHTER STATIONARY","SD ROAD, NEAR RUDRA MART","+919897096029","General Trade","SD ROAD","SD ROAD",JA
"CHAUDHARY GEN STORE","GARHI CANTT, GARHI CANTT","+919897314863","General Trade","KAULAGARH","KAULAGARH",JA
"GULSHAN TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"KABIR MART","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"MUKESH STAFF","","","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"SAI PROVISION STORE","DEHRAKHAS, DEHRAKHAS","+918532890343","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SARASWATI MEDICAL","KARGI ROAD, NEAR HINDWAN DEPT. STORE","","General Trade","KARGI","KARGI",JA
"STAR MEDICAL","DEVKI COMPLEX, DEVKI COMPLEX","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHIVAM STAFF","","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"DEEPAK THAPA","","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"ASSAV SUSTAINABLE PVT. LTD.","PURKHUL DEHRADUN","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"AROMA'S BAKERY","RAIPUR, RAIPUR","+919068272584","General Trade","RAIPUR","RAIPUR",JA
"CHOICE GEN STORE","KARANPUR, MAIN MARKET","","General Trade","KARANPUR","KARANPUR",JA
"ARPIT DRUG HOUSR","SULOCHNA COMPLEX, DHAMAWALA","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"JAISWAL MEDICAL STORE","DEHRA KHAS, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"SHER-E-PUNJAB","RACE COURSE, RACE COURSE","+919758187700","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"GARHWAL MEDICAL","INDRESH HOSPITAL, INDRESH HOSPITAL","+919557866780","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"DR RAJKAPOOR & SONS","SAHARANPUR CH, SAHARANPUR CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"JINDAL PROV","KARANPUR, KARANPUR","","General Trade","KARANPUR","KARANPUR",JA
"NARAYAN LAL SUPERMARKET","DAKRA, OPP RAJEEV TRADING","","General Trade","KAULAGARH","KAULAGARH",JA
"MAIGNET SUPER STORE","HARIDWAR ROAD, DEHRADUN","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"DAILY NEEDS STORE","RAJPUR ROAD, RAJPUR ROAD","","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"GURU ELECTRICAL","DL ROAD, DL ROAD","+917060718877","General Trade","KARANPUR","KARANPUR",JA
"VASANT PHARMACY","VASANT VIHAR, VASANT VIHAR","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"VARDAN MEDICOS","CHANDRBANI, CHANDRBANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SRISHTI MEDICAL","TURNER ROAD, TURNER ROAD","","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"BEAUTY ZONE","DEHRA KHAS, DEHRA KHAS","","General Trade","DEHRA KHAS","DEHRA KHAS",JA
"KAVISH COLLECTION","TAPOVAN, TAPOVAN ROAD","+918909610741","General Trade","RAIPUR","RAIPUR",JA
"BHARDWAJ MEDICAL STORE","CLEMENT T, CLEMENT TOWN","+917017680209","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"GOYAL STORE","TURNER ROAD, TURNER ROAD","+919897883382","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SPARSH ENTERPRISES","GMS ROAD, GMS ROAD","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SANGEETA COSMETIC","SEWLA KALA, SEWLA KALA","+918445814894","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"BHAGAT PANSARI","JAWALAPUR, JAWALAPUR","","General Trade","OUTER","OUTER",JA
"MULTI GIFT SHOP","CLEMENT TOWN, TIBTI COLONY NEAR GOLDEN TEMPLE","+918954420595","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"J S WATCH SERVICE","KANWALI ROAD, NEAR SRV ENT","","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"SHREE RADHE ELECTRICALS","GMS ROAD, GMS ROAD","+919412319438","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"QUICK SHOP 99","DOON UNIVERSITY ROA, KARGI","+919540511049","General Trade","KARGI","KARGI",JA
"MEDI POINT","JOGIWALA, JOGIWALA","","General Trade","MOHKAMPUR","MOHKAMPUR",JA
"OLD SHISHMORE PHARMACY","JOHRI GAON, JOHRI GAON","","General Trade","RAJPUR UPPER","RAJPUR UPPER",JA
"PRADEEP KUMAR KHANDELWAL","DAKRA, DAKRA","+919760927299","General Trade","KAULAGARH","KAULAGARH",JA
"JIYA COSMETICS","RAJEEV NAGAR, NEAR NEHRU COLONY BRIDGE","","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"RAMESH SUPPLIER","BAND BAZAR, BAND BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"GAURAV TRADERS","HANUMAN CHOWK, HANUMAN CHOWK","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"SHIVA ENTERPRISES","SD ROAD, NEAR PACIFIC GOLF STATE","+919084270099","General Trade","SD ROAD","SD ROAD",JA
"M/S GOLOKA","RISPINA PULL, HARIDWAR BYPASS ROAD","+919990901261","General Trade","FUWARA CHOWK","FUWARA CHOWK",JA
"FB MART","RISHIVIHAR, NEAR RR COSMETICS","+918433042756","General Trade","ITBP-GOVIND GARH","ITBP-GOVIND GARH",JA
"NEW CITY MEDICAL STORE","SHIMLA BYP, OPP EASY GROCER","+919761431991","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"JAIN CONFECTIONERY","CLEMENT TOWN, CLEMENT TOWN","+916398077905","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"SHIV SHAKTI MEDICOS","MATA MANDIR, MATA MANDIR ROAD","","General Trade","AJABPUR RACE COURSE","AJABPUR RACE COURSE",JA
"KAY EMM TRENDZ","PANDITVARI, CHAKRATA ROAD","+918527926407","General Trade","PANDITVARI","PANDITVARI",JA
"RINKU PROVISION STORE","MOHINI ROAD, MOHINI ROAD","+919917627850","General Trade","DHARAMPUR 1ST","DHARAMPUR 1ST",JA
"ELECTRICARE","NEW CANTT ROAD, NESHVILLA ROAD","+919219568387","General Trade","NESHVILLA ROAD","NESHVILLA ROAD",JA
"KUNWAR UNLCE","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"FIROZ COSMETICS STORE","JWALAPUR, PEETH BAZAR JWALAPUR","+919759668883","General Trade","OUTER","OUTER",JA
"RAJ BANGLE","JHANDA BAZAR, JHANDA BAZAR","","General Trade","HANUMAN CHOWK","HANUMAN CHOWK",JA
"HIMALAYAN MEDICAL STORE","CANAL ROA, CANAL ROAD","","General Trade","RAJPUR LOWER","RAJPUR LOWER",JA
"GARHWAL STORE","KISHAN NAGAR CHOWK, KISHA  NAGAR CHOWK","","General Trade","PANDITVARI","PANDITVARI",JA
"MEGHRAJ JI ASTA","","","General Trade","DHARAMPUR 2ND","DHARAMPUR 2ND",JA
"BADOLA MEDICAL","HARRAWALA, HARRAWALA","","General Trade","HARRAWALA","HARRAWALA",JA
"STYLISH SMILE","DL ROAD, OPP GUPTA PROV","","General Trade","KARANPUR","KARANPUR",JA
"TATVANO","ITBP ROAD, GICCHI SUPERMARKET","+919760515557","General Trade","SHOP CLOSED","SHOP CLOSED",JA
"RAJ GOPAL COSMETICS","GMS ROAD, NEAR ALKA DAIRY","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"UTTARANCHAL MEDICOS","CLEMENT TOWN, CLEMENT TOWN","+918218366716","General Trade","CLEMENT TOWN","CLEMENT TOWN",JA
"HEALTH CARE PHARMACY","SEWLA KALA, SEWLA KALA CHOWK","+919997403294","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"SHRI MED STORE","CHANDRBANI, CHANDRBANI","+919528947157","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"DADA JI GENERAL STORE","KAILSAHPUR, BALA G MEDICAL CHANDRBANI","","General Trade","CLEMENT TOWN II","CLEMENT TOWN II",JA
"NAUTIYAL MEDICAL","KARGI, KARGI","+919634147148","General Trade","KARGI","KARGI",JA
"AARNAV MEDICAL STORE","KISHAN NAGAR, KISHAN NAGAR CHOWK","+919870812585","General Trade","PANDITVARI","PANDITVARI",JA
